make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
renault,megane,10557,2014,1461,81,other,M,5,5,,13716,EU,NA,NA
volkswagen,golf,621.621,2016,1395,92,other,M,5,5,,25434,EU,NA,NA
seat,ibiza,55.89,2015,999,70,,M,4,5,gasoline,12693.952800000001,EU,NA,NA
volkswagen,passat,72190.008,2013,1968,103,stationwagon,A,5,5,,1398.9672,EU,NA,NA
lancia,delta,46575,2012,1956,121,,M,5,5,diesel,13500,EU,NA,NA
volkswagen,bora,150903,2000,1598,74,other,M,4,5,,1398.9672,EU,NA,NA
peugeot,106,85698,2004,1124,44,other,M,,NA,,1394.9712000000002,EU,NA,NA
toyota,prius,28702.62,2010,1798,73,other,A,5,5,,14569.2,EU,NA,NA
audi,a3,3726,2015,1600,81,,M,4,5,diesel,27226.227600000002,EU,NA,NA
bmw,330xd,98987.4,2013,2993,190,stationwagon,A,5,5,diesel,1398.9672,EU,NA,NA
audi,q3,621,2016,1968,110,other,A,5,5,,48373.200000000004,EU,NA,NA
opel,combo,54648,2009,1598,69,other,M,4,5,,6372,EU,NA,NA
ford,c-max,117369,2007,1997,100,,M,4,5,diesel,5670.2052,EU,NA,NA
fiat,seicento,79488,2001,1108,40,,M,2,5,gasoline,1620.0756000000001,EU,NA,NA
skoda,octavia,94714.92,2004,1595,75,other,M,5,5,,3957.0660000000003,EU,NA,NA
peugeot,206,104903.667,2005,1400,55,stationwagon,M,5,5,gasoline,1398.9672,EU,NA,NA
volkswagen,golf,8073,2015,1197,81,other,M,4,5,,16802.316000000003,EU,NA,NA
skoda,yeti,73094.184,2011,1968,103,other,M,4,5,,16144.920000000002,EU,NA,NA
mini,cooper-s,66447,2006,1598,125,other,M,3,4,,8424,EU,NA,NA
skoda,fabia,6.21,2015,999,55,,M,4,NA,gasoline,11157.534,EU,NA,NA
audi,a3,131652,2002,1781,92,other,M,3,5,,5292,EU,NA,NA
ford,fusion,75526.641,2003,1388,59,other,M,,NA,,1339.0056,EU,NA,NA
seat,ibiza,10002.447,2015,1197,63,other,M,5,5,,11772,EU,NA,NA
hyundai,santa-fe,55393.2,2007,2188,114,other,M,4,5,,12978.468,EU,NA,NA
jeep,cherokee,129918.789,1988,3956,128,other,A,5,5,,2700,EU,NA,NA
peugeot,expert,62100,2010,1997,88,other,M,3,3,,10800,EU,NA,NA
volkswagen,multivan,52785,2013,1968,132,other,A,5,7,,1398.9672,EU,NA,NA
ford,c-max,745.2,2015,1500,88,,M,4,5,diesel,20858.947200000002,EU,NA,NA
peugeot,307,93150,2003,1997,79,other,M,5,5,,3780.0000000000005,EU,NA,NA
seat,alhambra,124.2,2016,1968,112,other,A,5,5,,34549.200000000004,EU,NA,NA
volkswagen,multivan,62.1,2015,1968,132,other,M,,7,,43605.82080000001,EU,NA,NA
ford,mondeo,112401,2004,1998,96,other,M,4,5,,5292,EU,NA,NA
renault,scenic,129168,2003,1870,88,other,M,5,5,,2158.92,EU,NA,NA
volkswagen,touran,72525.969,2011,1598,77,other,M,5,5,,15012.000000000002,EU,NA,NA
porsche,cayenne,78867,2007,3598,213,other,M,5,5,,20736,EU,NA,NA
bmw,535i,123773.994,2000,3498,180,sedan,A,4,5,lpg,1398.9672,EU,NA,NA
volkswagen,beetle,6768.9,2015,1395,110,other,A,2,4,,32324.4,EU,NA,NA
skoda,octavia,103880.88,2005,1900,77,other,M,,NA,diesel,1398.9672,EU,NA,NA
volkswagen,touran,60901.47,2011,1968,103,other,M,5,5,,16848,EU,NA,NA
opel,corsa,16624.17,2014,1200,63,other,M,4,NA,,10033.2,EU,NA,NA
fiat,grande-punto,70173,2007,1368,70,,M,4,5,gasoline,4310.4852,EU,NA,NA
seat,ibiza,84525.552,2009,1598,77,other,M,3,5,,6933.6,EU,NA,NA
citroen,c4-picasso,119232,2008,1560,80,van,M,5,7,diesel,1398.9672,EU,NA,NA
hyundai,i30,44890.848,2010,1396,80,other,M,,NA,gasoline,1398.9672,EU,NA,NA
opel,astra,88627.878,2013,1248,70,other,M,5,NA,,9698.400000000001,EU,NA,NA
volkswagen,golf-plus,65205,2005,1595,75,other,M,4,5,,5398.92,EU,NA,NA
volkswagen,golf,2359.8,2013,1984,169,other,A,4,5,,28134.043200000004,EU,NA,NA
ford,kuga,0,2015,1500,110,,M,4,5,gasoline,19949.1876,EU,NA,NA
chevrolet,nubira,127305,2005,1799,90,,M,5,5,gasoline,1782.0000000000002,EU,NA,NA
skoda,fabia,24840,2008,1900,77,compact,A,None,NA,gasoline,3917.0952,EU,NA,NA
ford,focus,93771,2008,1997,100,other,M,2,4,,10692,EU,NA,NA
kia,sorento,621,2015,2199,147,,A,4,5,diesel,39929.187600000005,EU,NA,NA
peugeot,2008,10307.358,2015,1200,60,other,M,,5,,12139.1676,EU,NA,NA
fiat,palio,58596.939,2000,1242,44,other,M,4,5,,1727.5572,EU,NA,NA
ford,b-max,15870.276,2013,1388,66,,M,4,5,gasoline,10747.5984,EU,NA,NA
porsche,911,124.2,1975,2700,129,other,M,2,NA,,64584.00000000001,EU,NA,NA
volkswagen,passat,77625,2007,1968,125,other,A,5,5,,14040.000000000002,EU,NA,NA
mercedes-benz,vito,62100,2013,2143,120,other,A,4,8,,26946,EU,NA,NA
volkswagen,golf-sportsvan,5402.079,2015,1395,92,other,A,4,5,,25885.548,EU,NA,NA
skoda,superb,79201.719,2008,2000,103,sedan,M,4,5,diesel,1398.9672,EU,NA,NA
volkswagen,polo,6644.7,2015,1422,66,other,M,5,5,,13986.000000000002,EU,NA,NA
toyota,yaris,47133.9,2002,998,50,other,M,5,5,,3132,EU,NA,NA
skoda,octavia,0.621,2015,2000,169,,A,5,5,gasoline,34334.5716,EU,NA,NA
ford,c-max,118206.108,2012,1600,85,van,M,5,7,diesel,1398.9672,EU,NA,NA
audi,a4,20058.3,2014,1968,130,other,M,5,5,,28069.2,EU,NA,NA
suzuki,wagon-r,93150,2000,1298,56,,M,4,4,gasoline,863.3196,EU,NA,NA
hyundai,ix35,350.865,2015,1685,85,other,M,4,5,,21469.32,EU,NA,NA
volvo,xc90,3353.4,2015,1969,165,,A,4,7,diesel,69887.39400000001,EU,NA,NA
nissan,qashqai,24715.8,2013,1997,104,,M,4,7,gasoline,17821.998,EU,NA,NA
volkswagen,golf,10122.921,2015,1598,81,other,M,4,5,,19948.626000000004,EU,NA,NA
fiat,panda,12155.454,2014,1242,51,other,M,5,4,,9180,EU,NA,NA
nissan,x-trail,6396.3,2015,1598,96,other,M,5,5,,30477.600000000002,EU,NA,NA
opel,insignia,58387.041,2012,1956,118,other,A,5,5,,15984.000000000002,EU,NA,NA
opel,astra,99839.412,2009,1910,74,,M,5,5,diesel,4792.446,EU,NA,NA
mazda,6,43195.518,2009,2000,108,,M,5,5,gasoline,9353.07,EU,NA,NA
skoda,octavia,12924.873,2014,1200,77,other,M,5,5,,15588.45,EU,NA,NA
volkswagen,caravelle,124136.037,2008,2460,96,other,M,4,7,,13914.5364,EU,NA,NA
renault,megane,53291.736,2012,1461,81,other,M,5,5,,11772,EU,NA,NA
smart,fortwo,3586.275,2014,999,52,other,A,2,NA,,10260,EU,NA,NA
ford,mondeo,93150,2010,1997,120,other,A,5,5,,15984.000000000002,EU,NA,NA
volkswagen,golf-sportsvan,6508.701,2015,1598,81,other,M,4,5,,22604.4,EU,NA,NA
mini,cooper-s,40365,2009,1598,155,,M,2,4,gasoline,19438.563599999998,EU,NA,NA
opel,astra,5278.5,2015,1398,74,,M,4,5,gasoline,11753.0136,EU,NA,NA
opel,adam,8694,2015,999,66,,M,2,4,gasoline,11254.8636,EU,NA,NA
audi,a3,17387.379,2015,1395,92,,A,4,5,gasoline,23273.9568,EU,NA,NA
opel,meriva,44105.904,2011,1364,88,other,M,4,NA,,11842.632,EU,NA,NA
skoda,yeti,3539.079,2015,1390,90,other,M,5,5,,1398.9672,EU,NA,NA
opel,insignia,29985.606,2012,1956,143,,A,4,5,diesel,19959.534,EU,NA,NA
ford,s-max,9.315,2016,1500,118,van,M,5,5,gasoline,1398.9672,EU,NA,NA
renault,master,41669.1,2011,2298,75,other,M,4,NA,,12949.2,EU,NA,NA
peugeot,206,83853.63,2003,1360,55,other,M,5,5,,2905.2000000000003,EU,NA,NA
toyota,avensis,19052.28,2013,2231,110,other,M,4,5,,20499.3396,EU,NA,NA
volkswagen,fox,60361.820999999996,2007,1198,40,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
opel,insignia,113953.5,2009,1956,118,other,A,5,5,,8393.7816,EU,NA,NA
fiat,doblo,122958,2009,1600,76,other,M,4,2,,6480,EU,NA,NA
skoda,yeti,115506,2010,1968,81,,M,4,5,diesel,7777.1556,EU,NA,NA
opel,astra,16325.469,2015,1598,100,other,M,5,5,,17820,EU,NA,NA
volkswagen,golf,121716,2003,1900,74,other,M,,NA,diesel,1398.9672,EU,NA,NA
renault,scenic,56132.811,2001,1598,79,other,M,5,NA,,4050.0000000000005,EU,NA,NA
audi,a6,226665,2006,6300,165,compact,A,None,NA,gasoline,7394.5224,EU,NA,NA
audi,a4,589.95,2015,1798,125,other,A,4,5,,32678.715600000003,EU,NA,NA
chevrolet,captiva,46368.207,2010,1991,110,,M,4,7,diesel,11778.5556,EU,NA,NA
fiat,panda,44494.65,2010,1242,44,,M,4,4,gasoline,4267.8792,EU,NA,NA
ford,mustang,93.15,2016,4951,310,coupe,M,3,5,gasoline,49140,EU,NA,NA
mercedes-benz,c200-cdi,116748,2003,1796,105,stationwagon,M,5,5,lpg,1398.9672,EU,NA,NA
mini,one,15348.015,2012,1598,55,other,M,3,4,,11772,EU,NA,NA
audi,a5,0,2015,1968,140,,A,2,4,diesel,45371.988000000005,EU,NA,NA
mercedes-benz,vito,15462.9,2015,2143,100,,M,4,9,diesel,34036.545600000005,EU,NA,NA
volvo,xc70,74159.199,2012,1984,120,other,A,5,5,,25812,EU,NA,NA
volkswagen,up,2639.25,2012,999,44,other,M,2,4,,8089.200000000001,EU,NA,NA
renault,twingo,64584,2010,1149,43,other,M,3,4,,2592,EU,NA,NA
ford,fiesta,10246.5,2014,998,74,other,M,5,5,,13284,EU,NA,NA
renault,captur,62.1,2015,898,66,other,M,4,5,,12708.705600000001,EU,NA,NA
ford,s-max,51520.023,2009,2179,129,other,M,4,7,,16221.708000000002,EU,NA,NA
peugeot,207,67689,2007,1398,50,other,M,5,5,,7560.000000000001,EU,NA,NA
audi,a3,122698.422,2001,1595,75,other,M,4,5,,2482.92,EU,NA,NA
opel,meriva,50114.7,2006,1796,92,other,M,4,5,,6750.2376,EU,NA,NA
honda,civic,58361.58,2008,1799,103,other,M,5,5,,1398.9672,EU,NA,NA
volkswagen,passat-cc,102154.5,2008,1968,103,other,M,4,4,,12440.2284,EU,NA,NA
volkswagen,golf,26313.633,2013,1598,77,other,M,5,5,,18252,EU,NA,NA
renault,modus,107433,2005,1149,55,stationwagon,M,5,5,gasoline,1398.9672,EU,NA,NA
volvo,s60,62100,2006,2435,103,,M,4,5,gasoline,5942.6352,EU,NA,NA
toyota,avensis,138483,2008,2200,130,compact,M,None,NA,gasoline,5795.7119999999995,EU,NA,NA
volkswagen,phaeton,57138.831,2009,2967,176,other,A,4,5,,22669.2,EU,NA,NA
opel,astra,38017.62,2012,1364,103,,M,5,5,gasoline,13694.400000000001,EU,NA,NA
mazda,mx-5,31340.628,2008,1798,93,other,M,2,2,,12366,EU,NA,NA
skoda,octavia,12388.95,2015,1197,81,other,M,5,5,,1398.9672,EU,NA,NA
citroen,c4,103707,2008,1560,80,other,M,,NA,diesel,1398.9672,EU,NA,NA
ford,mondeo,82584.927,1999,1988,96,other,M,4,5,,648.6372000000001,EU,NA,NA
honda,civic,6210,2015,1597,88,other,M,4,5,,21392.197200000002,EU,NA,NA
skoda,rapid,11313.378,2015,1598,66,other,M,4,5,,11066.4792,EU,NA,NA
skoda,fabia,50301,2012,1197,63,stationwagon,M,5,5,gasoline,1398.9672,EU,NA,NA
audi,a3,37259.379,2003,1896,77,other,M,2,5,,9342,EU,NA,NA
ford,galaxy,117741.6,2000,1998,85,other,M,4,7,,2646.0756000000006,EU,NA,NA
skoda,fabia,39811.689,2009,1198,44,other,M,5,5,,5400,EU,NA,NA
skoda,octavia,1.242,2015,1968,110,other,A,5,5,,25909.2,EU,NA,NA
ford,mondeo,27945,2015,1498,118,coupe,A,,NA,gasoline,1398.9672,EU,NA,NA
toyota,rav4,14283,2014,1987,111,,M,4,5,gasoline,25815.5208,EU,NA,NA
skoda,octavia,93150,2006,1984,110,stationwagon,M,4,4,gasoline,1398.9672,EU,NA,NA
hyundai,i30,17946.9,2013,1591,88,,M,5,5,gasoline,11551.442400000002,EU,NA,NA
mitsubishi,pajero,115058.88,2000,3497,149,offroad,A,5,5,diesel,1398.9672,EU,NA,NA
seat,leon,3.105,2015,1395,110,,M,4,5,gasoline,19033.1856,EU,NA,NA
opel,vectra,67005.9,2003,2198,108,other,M,4,5,,4639.561200000001,EU,NA,NA
renault,kangoo,33775.569,2011,1461,55,other,M,4,5,,9612,EU,NA,NA
citroen,xsara-picasso,174541.986,2001,1749,85,other,M,4,5,,756.0756000000001,EU,NA,NA
ford,focus,310.5,2015,1560,85,,M,4,5,diesel,18149.918400000002,EU,NA,NA
audi,a3,147798,2005,1595,75,,M,4,5,gasoline,4212.6372,EU,NA,NA
kia,opirus,124200,2004,3497,149,,A,4,5,gasoline,2160.1620000000003,EU,NA,NA
toyota,land-cruiser,19161.576,2014,3000,140,other,A,5,5,,1398.9672,EU,NA,NA
volkswagen,golf,3651.48,2015,1598,81,other,A,5,5,,21589.2,EU,NA,NA
seat,cordoba,137241,1998,1900,47,other,M,,NA,,1119.1716000000001,EU,NA,NA
ford,fiesta,114885,1998,1242,55,other,M,5,5,,648,EU,NA,NA
smart,fortwo,29808,2010,999,52,other,A,3,2,,6696,EU,NA,NA
chevrolet,matiz,18940.5,2009,796,38,other,M,5,5,,4536,EU,NA,NA
renault,modus,66633.3,2008,1149,55,other,M,4,5,,5389.200000000001,EU,NA,NA
volkswagen,phaeton,54448.038,2011,2967,176,other,A,4,5,,25427.120400000003,EU,NA,NA
skoda,octavia,75451.5,2007,1968,103,other,A,4,5,,10530.399600000002,EU,NA,NA
renault,grand-scenic,90045,2009,1870,96,other,M,5,5,,12582.6804,EU,NA,NA
kia,sorento,57353.076,2009,2500,125,offroad,M,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,golf,4579.875,2015,1197,81,other,M,4,5,,16162.146000000002,EU,NA,NA
ford,focus,6780.0779999999995,2015,1498,88,,M,4,5,diesel,16147.760400000001,EU,NA,NA
skoda,octavia,77625,2008,1798,118,other,M,4,5,,9558,EU,NA,NA
skoda,octavia,133515,2000,1896,66,other,M,,NA,diesel,1398.9672,EU,NA,NA
volvo,v50,140346,2006,2400,132,other,A,4,5,,5947.0308000000005,EU,NA,NA
renault,twingo,31.05,2015,999,52,other,M,5,4,,9698.400000000001,EU,NA,NA
fiat,500,62100,2009,1248,55,other,M,3,4,,7441.200000000001,EU,NA,NA
seat,ibiza,112401,2004,1390,55,,M,4,5,gasoline,2159.0820000000003,EU,NA,NA
mazda,2,104328,2006,1998,89,other,M,4,5,,4590,EU,NA,NA
nissan,qashqai,2835.486,2015,1461,81,other,M,5,5,,22572,EU,NA,NA
audi,q5,1918.89,2015,1968,140,other,A,5,5,,56678.4,EU,NA,NA
renault,espace,64894.5,2004,3000,130,other,A,,NA,,1398.9672,EU,NA,NA
toyota,hilux,122592.231,2004,2494,75,other,M,2,4,,10638,EU,NA,NA
volkswagen,golf,96939.342,2004,1598,85,other,M,5,5,,4320,EU,NA,NA
skoda,octavia,87771.519,2005,1900,77,other,M,5,5,,6555.1464000000005,EU,NA,NA
chrysler,pt-cruiser,74520,2005,2148,110,other,M,5,5,,4104,EU,NA,NA
citroen,c1,40365,2012,998,50,other,M,3,4,,5389.200000000001,EU,NA,NA
skoda,felicia,100260.45,1999,1300,50,other,M,5,5,,839.3760000000001,EU,NA,NA
ford,grand-c-max,135378,2010,1600,85,other,M,,7,,1398.9672,EU,NA,NA
bmw,x5,106733.133,2010,2993,225,other,A,4,5,,29177.269200000002,EU,NA,NA
peugeot,406,136620,1996,1761,81,other,M,5,5,,599.5512,EU,NA,NA
opel,vectra,75762,1999,1598,74,,M,4,5,gasoline,2139.5772,EU,NA,NA
opel,meriva,16634.727,2014,1364,88,other,M,4,5,,15649.2,EU,NA,NA
smart,fortwo,23535.9,2008,999,52,other,A,2,2,,5389.200000000001,EU,NA,NA
ford,galaxy,30429,2014,1998,103,,M,4,7,diesel,19050.8112,EU,NA,NA
skoda,roomster,58720.518,2010,1200,51,other,M,5,5,,1398.9672,EU,NA,NA
citroen,c3,118611,2004,1360,54,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
toyota,corolla,52785,2006,1598,81,,M,4,5,gasoline,6471.6084,EU,NA,NA
opel,insignia,17333.972999999998,2014,1956,120,other,A,5,5,,30672.000000000004,EU,NA,NA
fiat,500,66447,2008,1248,55,other,M,3,4,,7020.000000000001,EU,NA,NA
ford,galaxy,160218,1998,1900,81,compact,M,None,NA,gasoline,2198.3292,EU,NA,NA
honda,civic,130.41,2016,1597,88,other,M,5,5,,28026.000000000004,EU,NA,NA
mini,cooper,88554.6,2007,1560,80,other,M,2,4,,9513.1584,EU,NA,NA
ford,focus,63963,2004,1988,96,,A,4,5,gasoline,3564.5184000000004,EU,NA,NA
audi,coupe,1242,2001,1781,228,other,M,2,2,,21617.9496,EU,NA,NA
volkswagen,touran,174221.55,2006,1968,103,other,A,4,5,,4591.8792,EU,NA,NA
volkswagen,golf,115186.185,1998,1595,74,other,A,2,5,,2698.92,EU,NA,NA
fiat,500,35397,2010,1242,51,other,M,3,4,,7452.000000000001,EU,NA,NA
opel,astra,46575,2009,1598,85,,M,5,5,gasoline,7290.000000000001,EU,NA,NA
bmw,x5,153629.811,2001,2979,170,offroad,M,5,5,gasoline,1398.9672,EU,NA,NA
audi,q5,81102.6,2012,1968,125,,M,4,5,diesel,23588.928,EU,NA,NA
skoda,superb,133515,2010,1968,103,other,A,4,5,,11869.2,EU,NA,NA
dodge,charger,62019.891,2008,2736,150,,A,4,5,gasoline,13382.6904,EU,NA,NA
citroen,berlingo,26961.336,2013,1560,66,other,M,4,3,,10860.199200000001,EU,NA,NA
opel,astra,124821,1996,1389,66,other,M,5,5,,1398.9672,EU,NA,NA
mitsubishi,asx,73278,2011,1798,110,,M,None,5,diesel,13548.2868,EU,NA,NA
skoda,yeti,13879.35,2015,1598,77,other,M,5,5,,22107.600000000002,EU,NA,NA
volkswagen,passat,150282,1998,1781,110,other,M,,NA,gasoline,1398.9672,EU,NA,NA
audi,a5,18630,2011,2967,176,other,A,5,4,,25920,EU,NA,NA
skoda,felicia,70081.092,1999,1289,50,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
volkswagen,sharan,9882.594,2014,1968,103,other,M,5,5,,32346.000000000004,EU,NA,NA
audi,a3,65826,2010,1598,77,other,M,3,5,,12420,EU,NA,NA
renault,clio,8197.2,2015,1149,54,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
volvo,v50,98739,2008,1560,80,other,M,5,5,,1398.9672,EU,NA,NA
opel,astra,85201.2,2008,1686,81,other,M,5,5,,5886,EU,NA,NA
mini,cooper,6889.374,2015,1499,100,,M,4,5,gasoline,16115.220000000001,EU,NA,NA
volkswagen,golf,64490.85,2008,1390,125,other,A,4,5,,10789.2,EU,NA,NA
mercedes-benz,140,90666,2002,1598,60,other,A,4,5,,2152.6884,EU,NA,NA
volkswagen,golf,52164,2009,1984,155,other,A,2,5,,15854.400000000001,EU,NA,NA
ford,mondeo,103723.76699999999,2009,2200,129,other,M,5,5,,14589.1908,EU,NA,NA
seat,exeo,39654.576,2010,1968,88,,M,4,5,diesel,10801.5984,EU,NA,NA
audi,s3,7081.263,2014,1984,221,,M,4,NA,gasoline,35840.6964,EU,NA,NA
audi,a6,130410,2000,2496,110,other,M,4,5,,3238.92,EU,NA,NA
volkswagen,up,310.5,2015,999,44,other,M,4,4,,12949.2,EU,NA,NA
opel,vectra,123579,2004,2958,130,other,A,4,5,,2704.3956000000003,EU,NA,NA
ford,ka,5278.5,2012,1242,51,compact,M,3,4,gasoline,8530.92,EU,NA,NA
lancia,y,11053.8,2015,1242,51,other,M,5,5,,10584,EU,NA,NA
volkswagen,golf,31.05,2016,1395,92,other,M,4,5,,19386,EU,NA,NA
fiat,doblo,108054,2005,1596,76,other,M,4,2,,3024.1188,EU,NA,NA
volkswagen,multivan,4657.5,2015,1968,132,other,A,4,7,,44424.450000000004,EU,NA,NA
porsche,cayenne,71415,2004,4511,331,,A,4,5,gasoline,18351.9216,EU,NA,NA
nissan,qashqai,98739,2007,1461,78,other,M,5,5,,9180,EU,NA,NA
bmw,m3,2421.9,2013,3999,309,other,A,2,4,,64798.920000000006,EU,NA,NA
skoda,yeti,6191.991,2015,1968,81,,M,4,NA,diesel,19476.3744,EU,NA,NA
opel,corsa,0,2016,1229,51,,M,5,5,gasoline,10664.6976,EU,NA,NA
hyundai,ix35,39434.742,2011,2000,120,,M,5,5,gasoline,12510.730800000001,EU,NA,NA
skoda,octavia,11499.678,2015,1968,135,,A,5,5,diesel,31136.940000000002,EU,NA,NA
ford,focus,2484,2015,998,92,other,M,4,5,,16245.9648,EU,NA,NA
audi,a5,94842.225,2011,2967,176,other,M,4,4,,21600,EU,NA,NA
audi,q3,11736.9,2014,1968,103,other,A,4,5,,30110.4,EU,NA,NA
toyota,corolla,99981,2004,1600,81,other,A,,NA,,1398.9672,EU,NA,NA
hyundai,i30,45836.01,2009,1396,80,,M,4,5,gasoline,7019.676,EU,NA,NA
skoda,rapid,8694,2015,1598,77,other,M,4,5,,13945.392,EU,NA,NA
kia,sportage,25461,2013,1685,85,other,M,5,5,,17820,EU,NA,NA
volkswagen,transporter,113643,2010,1968,103,stationwagon,M,,8,diesel,1398.9672,EU,NA,NA
volkswagen,golf,119232,2005,1896,66,other,M,5,5,,5398.92,EU,NA,NA
ford,mondeo,164565,2012,1560,85,other,M,4,5,,8532,EU,NA,NA
citroen,c4-picasso,45339.831,2013,1560,82,,M,4,7,diesel,15110.8848,EU,NA,NA
ford,fiesta,46293.687,2012,1242,44,other,M,5,5,,9342,EU,NA,NA
audi,a4,152145,1997,1781,110,other,M,4,5,,1059.0588,EU,NA,NA
ford,fiesta,34155,2014,1560,70,other,M,5,5,,12960,EU,NA,NA
volkswagen,caddy,3415.5,2015,1968,90,other,M,5,7,,29158.920000000002,EU,NA,NA
hyundai,santa-fe,105570,2006,2351,107,,M,4,5,gasoline,4310.6472,EU,NA,NA
ford,focus,159597,2000,1796,85,other,M,5,5,,2757.9528,EU,NA,NA
skoda,octavia,42477.021,2012,1600,77,other,M,5,5,,11991.1212,EU,NA,NA
skoda,octavia,142598.988,2005,2000,103,stationwagon,M,5,5,diesel,1398.9672,EU,NA,NA
ford,c-max,42228,2012,1560,85,other,M,5,5,,13824,EU,NA,NA
ford,focus,95075.1,2010,2521,166,other,M,2,5,,13775.400000000001,EU,NA,NA
volvo,xc60,86536.35,2012,2400,120,other,A,4,5,,26892,EU,NA,NA
skoda,superb,27004.185,2012,1968,125,other,M,4,NA,,21444.350400000003,EU,NA,NA
peugeot,308,100512.576,2013,1560,68,stationwagon,M,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,golf,18890.82,2015,1598,77,other,M,3,5,,22896,EU,NA,NA
bmw,m6,4657.5,2015,4400,412,other,A,2,NA,,104209.20000000001,EU,NA,NA
volkswagen,passat-cc,119579.76,2010,1968,125,other,A,4,NA,,14040.723600000001,EU,NA,NA
audi,a5,13351.5,2014,1968,130,,A,4,5,diesel,30904.7076,EU,NA,NA
ford,ka,24560.55,2014,1242,51,other,M,2,4,,8941.32,EU,NA,NA
ford,transit,37260,2012,2402,103,transporter,M,None,3,diesel,18358.920000000002,EU,NA,NA
ford,focus,127439.136,2006,5216,66,other,M,,NA,diesel,1398.9672,EU,NA,NA
volkswagen,caddy,65608.65,2010,1197,63,other,M,4,5,,10098,EU,NA,NA
volvo,v60,59547.069,2012,1984,120,,A,4,5,diesel,23519.2572,EU,NA,NA
toyota,aygo,71228.7,2010,998,50,other,M,5,4,,1398.9672,EU,NA,NA
volkswagen,new-beetle,128547,2004,1900,74,other,M,,NA,,1398.9672,EU,NA,NA
nissan,king-cab,65826,2002,2488,98,other,M,2,4,,7884.000000000001,EU,NA,NA
seat,ibiza,121095,2005,1422,55,other,M,5,5,,1944.0000000000002,EU,NA,NA
audi,a4,164875.5,2002,1781,120,sedan,M,5,5,gasoline,1398.9672,EU,NA,NA
toyota,avensis,32915.484,2011,1798,108,,M,5,5,gasoline,14018.400000000001,EU,NA,NA
ford,s-max,60428.268,2012,2179,147,,A,4,NA,diesel,19048.8456,EU,NA,NA
citroen,berlingo,36521.01,2010,1560,55,other,M,5,5,,9169.2,EU,NA,NA
volkswagen,beetle,49680,2000,1984,85,other,M,2,4,,5389.200000000001,EU,NA,NA
skoda,fabia,75000.033,2013,1197,63,other,M,5,5,,1398.9672,EU,NA,NA
audi,rs3,89706.555,2012,2480,250,other,A,5,5,,1398.9672,EU,NA,NA
volkswagen,golf,104601.24,2003,1390,55,other,M,3,5,,1398.9672,EU,NA,NA
audi,a2,71415,2001,1390,55,,M,4,4,gasoline,4320.356400000001,EU,NA,NA
volkswagen,golf,55890,2005,1984,147,other,A,2,5,,10778.400000000001,EU,NA,NA
audi,a6,12429.936,2015,2967,160,other,A,4,5,,46958.4,EU,NA,NA
audi,q7,97497,2007,2967,171,,A,4,7,diesel,21603.1968,EU,NA,NA
skoda,fabia,119853,2006,1422,59,stationwagon,M,5,5,diesel,1398.9672,EU,NA,NA
skoda,superb,154130.958,2010,1968,125,other,M,5,5,,9992.203200000002,EU,NA,NA
dodge,nitro,49059,2008,2777,130,other,A,5,5,,12798,EU,NA,NA
audi,q3,95634,2013,1968,103,,M,4,5,diesel,17700.5736,EU,NA,NA
mercedes-benz,vito,166428,2001,2151,60,compact,M,None,NA,diesel,2793.9276,EU,NA,NA
opel,corsa,0,2015,1229,51,,M,4,5,gasoline,12253.323600000002,EU,NA,NA
chevrolet,spark,21735,2010,995,50,other,M,4,5,,5292,EU,NA,NA
toyota,yaris,28007.1,2011,998,51,other,M,4,5,,7437.0096,EU,NA,NA
volkswagen,multivan,86940,1997,2792,103,other,M,4,6,,5076,EU,NA,NA
ford,focus,61479,2008,1596,85,other,M,5,5,,8638.92,EU,NA,NA
toyota,yaris,30420.306,2012,998,51,other,M,5,5,,8629.2,EU,NA,NA
volvo,v70,62.1,2015,1969,110,other,A,4,5,,35638.920000000006,EU,NA,NA
volkswagen,beetle,3812.319,2015,1968,110,other,A,2,4,,36666,EU,NA,NA
volkswagen,multivan,83835,2010,1968,132,other,M,5,7,,29052.000000000004,EU,NA,NA
citroen,c4,46575,2013,1560,68,other,M,4,5,,10152,EU,NA,NA
audi,q7,75141,2011,3000,200,,A,5,5,gasoline,30996.000000000004,EU,NA,NA
suzuki,samurai,58995,2002,1870,47,,M,2,2,diesel,8642.5596,EU,NA,NA
ford,c-max,79488,2008,1596,74,van,M,5,5,gasoline,1398.9672,EU,NA,NA
seat,ibiza,3.105,2016,1197,66,other,M,4,5,,13068,EU,NA,NA
fiat,500,55269,2011,1242,51,,M,2,4,gasoline,7132.2336000000005,EU,NA,NA
citroen,xsara,153088.299,2001,1587,81,other,M,5,5,,2052,EU,NA,NA
audi,tt,31802.031,2011,1984,155,,M,2,4,gasoline,25178.904000000002,EU,NA,NA
audi,a3,117990,2002,1781,149,other,M,4,5,,3567.4344,EU,NA,NA
